TrainFirstMulThenAdd,TrainGaussStdMul,TrainGaussStdAdd,InfFirstMulThenAdd,InfGaussStdMul,InfGaussStdAdd,Accuracy
True,10000000000000.0,0.5994842503189408,False,9.999999999999999e-05,9.999999999999999e-05,66.69
True,10000000000000.0,0.5994842503189408,False,0.00774263682681127,9.999999999999999e-05,66.63
True,10000000000000.0,0.5994842503189408,False,0.5994842503189408,9.999999999999999e-05,66.41
True,10000000000000.0,0.5994842503189408,False,46.41588833612773,9.999999999999999e-05,66.4
True,10000000000000.0,0.5994842503189408,False,3593.8136638046253,9.999999999999999e-05,66.89
True,10000000000000.0,0.5994842503189408,False,278255.94022071257,9.999999999999999e-05,66.73
True,10000000000000.0,0.5994842503189408,False,21544346.90031878,9.999999999999999e-05,66.6
True,10000000000000.0,0.5994842503189408,False,1668100537.2000556,9.999999999999999e-05,66.74
True,10000000000000.0,0.5994842503189408,False,129154966501.48827,9.999999999999999e-05,66.99
True,10000000000000.0,0.5994842503189408,False,10000000000000.0,9.999999999999999e-05,66.1
True,10000000000000.0,0.5994842503189408,False,9.999999999999999e-05,0.00774263682681127,65.95
True,10000000000000.0,0.5994842503189408,False,0.00774263682681127,0.00774263682681127,66.23
True,10000000000000.0,0.5994842503189408,False,0.5994842503189408,0.00774263682681127,66.64
True,10000000000000.0,0.5994842503189408,False,46.41588833612773,0.00774263682681127,66.44
True,10000000000000.0,0.5994842503189408,False,3593.8136638046253,0.00774263682681127,66.7
True,10000000000000.0,0.5994842503189408,False,278255.94022071257,0.00774263682681127,66.63
True,10000000000000.0,0.5994842503189408,False,21544346.90031878,0.00774263682681127,66.5
True,10000000000000.0,0.5994842503189408,False,1668100537.2000556,0.00774263682681127,66.47
True,10000000000000.0,0.5994842503189408,False,129154966501.48827,0.00774263682681127,66.67
True,10000000000000.0,0.5994842503189408,False,10000000000000.0,0.00774263682681127,66.76
True,10000000000000.0,0.5994842503189408,False,9.999999999999999e-05,0.5994842503189408,66.36
True,10000000000000.0,0.5994842503189408,False,0.00774263682681127,0.5994842503189408,66.51
True,10000000000000.0,0.5994842503189408,False,0.5994842503189408,0.5994842503189408,66.79
True,10000000000000.0,0.5994842503189408,False,46.41588833612773,0.5994842503189408,66.93
True,10000000000000.0,0.5994842503189408,False,3593.8136638046253,0.5994842503189408,66.39
True,10000000000000.0,0.5994842503189408,False,278255.94022071257,0.5994842503189408,66.35
True,10000000000000.0,0.5994842503189408,False,21544346.90031878,0.5994842503189408,66.39
True,10000000000000.0,0.5994842503189408,False,1668100537.2000556,0.5994842503189408,66.77
True,10000000000000.0,0.5994842503189408,False,129154966501.48827,0.5994842503189408,66.31
True,10000000000000.0,0.5994842503189408,False,10000000000000.0,0.5994842503189408,66.43
True,10000000000000.0,0.5994842503189408,False,9.999999999999999e-05,46.41588833612773,66.24
True,10000000000000.0,0.5994842503189408,False,0.00774263682681127,46.41588833612773,66.97
True,10000000000000.0,0.5994842503189408,False,0.5994842503189408,46.41588833612773,66.45
True,10000000000000.0,0.5994842503189408,False,46.41588833612773,46.41588833612773,66.94
True,10000000000000.0,0.5994842503189408,False,3593.8136638046253,46.41588833612773,66.3
True,10000000000000.0,0.5994842503189408,False,278255.94022071257,46.41588833612773,66.38
True,10000000000000.0,0.5994842503189408,False,21544346.90031878,46.41588833612773,66.32
True,10000000000000.0,0.5994842503189408,False,1668100537.2000556,46.41588833612773,67.34
True,10000000000000.0,0.5994842503189408,False,129154966501.48827,46.41588833612773,66.64
True,10000000000000.0,0.5994842503189408,False,10000000000000.0,46.41588833612773,66.48
True,10000000000000.0,0.5994842503189408,False,9.999999999999999e-05,3593.8136638046253,66.35
True,10000000000000.0,0.5994842503189408,False,0.00774263682681127,3593.8136638046253,67.15
True,10000000000000.0,0.5994842503189408,False,0.5994842503189408,3593.8136638046253,66.54
True,10000000000000.0,0.5994842503189408,False,46.41588833612773,3593.8136638046253,66.94
True,10000000000000.0,0.5994842503189408,False,3593.8136638046253,3593.8136638046253,67.28
True,10000000000000.0,0.5994842503189408,False,278255.94022071257,3593.8136638046253,66.12
True,10000000000000.0,0.5994842503189408,False,21544346.90031878,3593.8136638046253,66.98
True,10000000000000.0,0.5994842503189408,False,1668100537.2000556,3593.8136638046253,66.52
True,10000000000000.0,0.5994842503189408,False,129154966501.48827,3593.8136638046253,66.34
True,10000000000000.0,0.5994842503189408,False,10000000000000.0,3593.8136638046253,66.45
True,10000000000000.0,0.5994842503189408,False,9.999999999999999e-05,278255.94022071257,66.43
True,10000000000000.0,0.5994842503189408,False,0.00774263682681127,278255.94022071257,66.5
True,10000000000000.0,0.5994842503189408,False,0.5994842503189408,278255.94022071257,66.38
True,10000000000000.0,0.5994842503189408,False,46.41588833612773,278255.94022071257,67.18
True,10000000000000.0,0.5994842503189408,False,3593.8136638046253,278255.94022071257,66.49
True,10000000000000.0,0.5994842503189408,False,278255.94022071257,278255.94022071257,66.33
True,10000000000000.0,0.5994842503189408,False,21544346.90031878,278255.94022071257,66.72
True,10000000000000.0,0.5994842503189408,False,1668100537.2000556,278255.94022071257,66.66
True,10000000000000.0,0.5994842503189408,False,129154966501.48827,278255.94022071257,66.7
True,10000000000000.0,0.5994842503189408,False,10000000000000.0,278255.94022071257,66.62
True,10000000000000.0,0.5994842503189408,False,9.999999999999999e-05,21544346.90031878,66.7
True,10000000000000.0,0.5994842503189408,False,0.00774263682681127,21544346.90031878,66.59
True,10000000000000.0,0.5994842503189408,False,0.5994842503189408,21544346.90031878,66.52
True,10000000000000.0,0.5994842503189408,False,46.41588833612773,21544346.90031878,66.46
True,10000000000000.0,0.5994842503189408,False,3593.8136638046253,21544346.90031878,66.4
True,10000000000000.0,0.5994842503189408,False,278255.94022071257,21544346.90031878,66.13
True,10000000000000.0,0.5994842503189408,False,21544346.90031878,21544346.90031878,66.3
True,10000000000000.0,0.5994842503189408,False,1668100537.2000556,21544346.90031878,66.73
True,10000000000000.0,0.5994842503189408,False,129154966501.48827,21544346.90031878,66.71
True,10000000000000.0,0.5994842503189408,False,10000000000000.0,21544346.90031878,66.46
True,10000000000000.0,0.5994842503189408,False,9.999999999999999e-05,1668100537.2000556,66.81
True,10000000000000.0,0.5994842503189408,False,0.00774263682681127,1668100537.2000556,66.84
True,10000000000000.0,0.5994842503189408,False,0.5994842503189408,1668100537.2000556,66.58
True,10000000000000.0,0.5994842503189408,False,46.41588833612773,1668100537.2000556,66.91
True,10000000000000.0,0.5994842503189408,False,3593.8136638046253,1668100537.2000556,66.56
True,10000000000000.0,0.5994842503189408,False,278255.94022071257,1668100537.2000556,66.9
True,10000000000000.0,0.5994842503189408,False,21544346.90031878,1668100537.2000556,66.74
True,10000000000000.0,0.5994842503189408,False,1668100537.2000556,1668100537.2000556,66.6
True,10000000000000.0,0.5994842503189408,False,129154966501.48827,1668100537.2000556,66.64
True,10000000000000.0,0.5994842503189408,False,10000000000000.0,1668100537.2000556,66.83
True,10000000000000.0,0.5994842503189408,False,9.999999999999999e-05,129154966501.48827,66.61
True,10000000000000.0,0.5994842503189408,False,0.00774263682681127,129154966501.48827,66.88
True,10000000000000.0,0.5994842503189408,False,0.5994842503189408,129154966501.48827,66.4
True,10000000000000.0,0.5994842503189408,False,46.41588833612773,129154966501.48827,66.54
True,10000000000000.0,0.5994842503189408,False,3593.8136638046253,129154966501.48827,66.06
True,10000000000000.0,0.5994842503189408,False,278255.94022071257,129154966501.48827,66.42
True,10000000000000.0,0.5994842503189408,False,21544346.90031878,129154966501.48827,66.71
True,10000000000000.0,0.5994842503189408,False,1668100537.2000556,129154966501.48827,66.72
True,10000000000000.0,0.5994842503189408,False,129154966501.48827,129154966501.48827,66.05
True,10000000000000.0,0.5994842503189408,False,10000000000000.0,129154966501.48827,66.53
True,10000000000000.0,0.5994842503189408,False,9.999999999999999e-05,10000000000000.0,66.65
True,10000000000000.0,0.5994842503189408,False,0.00774263682681127,10000000000000.0,66.77
True,10000000000000.0,0.5994842503189408,False,0.5994842503189408,10000000000000.0,66.73
True,10000000000000.0,0.5994842503189408,False,46.41588833612773,10000000000000.0,66.8
True,10000000000000.0,0.5994842503189408,False,3593.8136638046253,10000000000000.0,66.99
True,10000000000000.0,0.5994842503189408,False,278255.94022071257,10000000000000.0,67.0
True,10000000000000.0,0.5994842503189408,False,21544346.90031878,10000000000000.0,66.53
True,10000000000000.0,0.5994842503189408,False,1668100537.2000556,10000000000000.0,66.6
True,10000000000000.0,0.5994842503189408,False,129154966501.48827,10000000000000.0,66.38
True,10000000000000.0,0.5994842503189408,False,10000000000000.0,10000000000000.0,65.71
True,3593.8136638046253,46.41588833612773,False,9.999999999999999e-05,9.999999999999999e-05,67.17
True,3593.8136638046253,46.41588833612773,False,0.00774263682681127,9.999999999999999e-05,67.24
True,3593.8136638046253,46.41588833612773,False,0.5994842503189408,9.999999999999999e-05,67.74
True,3593.8136638046253,46.41588833612773,False,46.41588833612773,9.999999999999999e-05,67.38
True,3593.8136638046253,46.41588833612773,False,3593.8136638046253,9.999999999999999e-05,67.38
True,3593.8136638046253,46.41588833612773,False,278255.94022071257,9.999999999999999e-05,67.7
True,3593.8136638046253,46.41588833612773,False,21544346.90031878,9.999999999999999e-05,67.07
True,3593.8136638046253,46.41588833612773,False,1668100537.2000556,9.999999999999999e-05,67.64
True,3593.8136638046253,46.41588833612773,False,129154966501.48827,9.999999999999999e-05,67.67
True,3593.8136638046253,46.41588833612773,False,10000000000000.0,9.999999999999999e-05,67.94
True,3593.8136638046253,46.41588833612773,False,9.999999999999999e-05,0.00774263682681127,67.46
True,3593.8136638046253,46.41588833612773,False,0.00774263682681127,0.00774263682681127,68.05
True,3593.8136638046253,46.41588833612773,False,0.5994842503189408,0.00774263682681127,67.91
True,3593.8136638046253,46.41588833612773,False,46.41588833612773,0.00774263682681127,67.42
True,3593.8136638046253,46.41588833612773,False,3593.8136638046253,0.00774263682681127,66.98
True,3593.8136638046253,46.41588833612773,False,278255.94022071257,0.00774263682681127,67.66
True,3593.8136638046253,46.41588833612773,False,21544346.90031878,0.00774263682681127,67.28
True,3593.8136638046253,46.41588833612773,False,1668100537.2000556,0.00774263682681127,66.99
True,3593.8136638046253,46.41588833612773,False,129154966501.48827,0.00774263682681127,66.98
True,3593.8136638046253,46.41588833612773,False,10000000000000.0,0.00774263682681127,67.03
True,3593.8136638046253,46.41588833612773,False,9.999999999999999e-05,0.5994842503189408,67.2
True,3593.8136638046253,46.41588833612773,False,0.00774263682681127,0.5994842503189408,67.16
True,3593.8136638046253,46.41588833612773,False,0.5994842503189408,0.5994842503189408,67.41
True,3593.8136638046253,46.41588833612773,False,46.41588833612773,0.5994842503189408,66.98
True,3593.8136638046253,46.41588833612773,False,3593.8136638046253,0.5994842503189408,67.34
True,3593.8136638046253,46.41588833612773,False,278255.94022071257,0.5994842503189408,67.57
True,3593.8136638046253,46.41588833612773,False,21544346.90031878,0.5994842503189408,67.35
True,3593.8136638046253,46.41588833612773,False,1668100537.2000556,0.5994842503189408,66.79
True,3593.8136638046253,46.41588833612773,False,129154966501.48827,0.5994842503189408,67.24
True,3593.8136638046253,46.41588833612773,False,10000000000000.0,0.5994842503189408,67.02
True,3593.8136638046253,46.41588833612773,False,9.999999999999999e-05,46.41588833612773,67.63
True,3593.8136638046253,46.41588833612773,False,0.00774263682681127,46.41588833612773,67.4
True,3593.8136638046253,46.41588833612773,False,0.5994842503189408,46.41588833612773,67.79
True,3593.8136638046253,46.41588833612773,False,46.41588833612773,46.41588833612773,67.58
True,3593.8136638046253,46.41588833612773,False,3593.8136638046253,46.41588833612773,67.72
True,3593.8136638046253,46.41588833612773,False,278255.94022071257,46.41588833612773,66.91
True,3593.8136638046253,46.41588833612773,False,21544346.90031878,46.41588833612773,67.53
True,3593.8136638046253,46.41588833612773,False,1668100537.2000556,46.41588833612773,67.74
True,3593.8136638046253,46.41588833612773,False,129154966501.48827,46.41588833612773,67.77
True,3593.8136638046253,46.41588833612773,False,10000000000000.0,46.41588833612773,67.66
True,3593.8136638046253,46.41588833612773,False,9.999999999999999e-05,3593.8136638046253,67.21
True,3593.8136638046253,46.41588833612773,False,0.00774263682681127,3593.8136638046253,67.39
True,3593.8136638046253,46.41588833612773,False,0.5994842503189408,3593.8136638046253,67.79
True,3593.8136638046253,46.41588833612773,False,46.41588833612773,3593.8136638046253,66.72
True,3593.8136638046253,46.41588833612773,False,3593.8136638046253,3593.8136638046253,67.52
True,3593.8136638046253,46.41588833612773,False,278255.94022071257,3593.8136638046253,67.5
True,3593.8136638046253,46.41588833612773,False,21544346.90031878,3593.8136638046253,67.57
True,3593.8136638046253,46.41588833612773,False,1668100537.2000556,3593.8136638046253,67.21
True,3593.8136638046253,46.41588833612773,False,129154966501.48827,3593.8136638046253,67.41
True,3593.8136638046253,46.41588833612773,False,10000000000000.0,3593.8136638046253,67.39
True,3593.8136638046253,46.41588833612773,False,9.999999999999999e-05,278255.94022071257,67.15
True,3593.8136638046253,46.41588833612773,False,0.00774263682681127,278255.94022071257,68.03
True,3593.8136638046253,46.41588833612773,False,0.5994842503189408,278255.94022071257,67.39
True,3593.8136638046253,46.41588833612773,False,46.41588833612773,278255.94022071257,67.56
True,3593.8136638046253,46.41588833612773,False,3593.8136638046253,278255.94022071257,67.11
True,3593.8136638046253,46.41588833612773,False,278255.94022071257,278255.94022071257,67.46
True,3593.8136638046253,46.41588833612773,False,21544346.90031878,278255.94022071257,67.69
True,3593.8136638046253,46.41588833612773,False,1668100537.2000556,278255.94022071257,67.13
True,3593.8136638046253,46.41588833612773,False,129154966501.48827,278255.94022071257,66.89
True,3593.8136638046253,46.41588833612773,False,10000000000000.0,278255.94022071257,66.92
True,3593.8136638046253,46.41588833612773,False,9.999999999999999e-05,21544346.90031878,67.21
True,3593.8136638046253,46.41588833612773,False,0.00774263682681127,21544346.90031878,67.75
True,3593.8136638046253,46.41588833612773,False,0.5994842503189408,21544346.90031878,67.22
True,3593.8136638046253,46.41588833612773,False,46.41588833612773,21544346.90031878,67.94
True,3593.8136638046253,46.41588833612773,False,3593.8136638046253,21544346.90031878,67.22
True,3593.8136638046253,46.41588833612773,False,278255.94022071257,21544346.90031878,67.57
True,3593.8136638046253,46.41588833612773,False,21544346.90031878,21544346.90031878,67.15
True,3593.8136638046253,46.41588833612773,False,1668100537.2000556,21544346.90031878,67.82
True,3593.8136638046253,46.41588833612773,False,129154966501.48827,21544346.90031878,67.46
True,3593.8136638046253,46.41588833612773,False,10000000000000.0,21544346.90031878,67.42
True,3593.8136638046253,46.41588833612773,False,9.999999999999999e-05,1668100537.2000556,67.59
True,3593.8136638046253,46.41588833612773,False,0.00774263682681127,1668100537.2000556,67.44
True,3593.8136638046253,46.41588833612773,False,0.5994842503189408,1668100537.2000556,67.89
True,3593.8136638046253,46.41588833612773,False,46.41588833612773,1668100537.2000556,67.37
True,3593.8136638046253,46.41588833612773,False,3593.8136638046253,1668100537.2000556,67.74
True,3593.8136638046253,46.41588833612773,False,278255.94022071257,1668100537.2000556,67.31
True,3593.8136638046253,46.41588833612773,False,21544346.90031878,1668100537.2000556,67.7
True,3593.8136638046253,46.41588833612773,False,1668100537.2000556,1668100537.2000556,67.36
True,3593.8136638046253,46.41588833612773,False,129154966501.48827,1668100537.2000556,67.43
True,3593.8136638046253,46.41588833612773,False,10000000000000.0,1668100537.2000556,67.14
True,3593.8136638046253,46.41588833612773,False,9.999999999999999e-05,129154966501.48827,67.81
True,3593.8136638046253,46.41588833612773,False,0.00774263682681127,129154966501.48827,66.95
True,3593.8136638046253,46.41588833612773,False,0.5994842503189408,129154966501.48827,67.16
